name,i1,i2,i3,i4,o1,o2,candidate_efficiency,candidate_efficient,RZE_efficiency,IEG_efficiency
RZE_cand_111_cand_179,0.42999999999999994,6,11.3,1.8979999999999997,0.3,4.047750000000001,1.0000000000,true,1.0000000000,0.6480143289
RZE_cand_111_cand_180,0.42999999999999994,6,11.3,2.0479999999999996,0.3,3.084,1.0000000000,true,1.0000000000,0.8505188067
RZE_cand_111_cand_181,0.42999999999999994,6,11.3,2.0479999999999996,0.3,3.2767500000000003,1.0000000000,true,1.0000000000,0.8004882887
RZE_cand_111_cand_182,0.42999999999999994,6,11.3,2.0479999999999996,0.3,3.4695000000000005,1.0000000000,true,1.0000000000,0.7560167171
RZE_cand_111_cand_183,0.42999999999999994,6,11.3,2.0479999999999996,0.3,3.6622500000000007,1.0000000000,true,1.0000000000,0.7162263636
RZE_cand_111_cand_184,0.42999999999999994,6,11.3,2.0479999999999996,0.3,3.855000000000001,1.0000000000,true,1.0000000000,0.6804150454
RZE_cand_111_cand_185,0.42999999999999994,6,11.3,2.0479999999999996,0.3,4.047750000000001,1.0000000000,true,1.0000000000,0.6480143289
RZE_cand_111_cand_186,0.42999999999999994,6,11.3,2.1979999999999995,0.3,3.084,1.0000000000,true,1.0000000000,0.8505188067
RZE_cand_111_cand_187,0.42999999999999994,6,11.3,2.1979999999999995,0.3,3.2767500000000003,1.0000000000,true,1.0000000000,0.8004882887
RZE_cand_111_cand_188,0.42999999999999994,6,11.3,2.1979999999999995,0.3,3.4695000000000005,1.0000000000,true,1.0000000000,0.7560167171
RZE_cand_111_cand_189,0.42999999999999994,6,11.3,2.1979999999999995,0.3,3.6622500000000007,1.0000000000,true,1.0000000000,0.7162263636
